schl_nr,lemma,status,buchseite,band,pdf_seite,haelfte,feld,wert,korrekt,korrektur
02552,Raiffeisenweg,automatisch,268,2,34,links,schl_nr,02552,ja,
02552,Raiffeisenweg,automatisch,268,2,34,links,lemma,Raiffeisenweg,ja,
02552,Raiffeisenweg,automatisch,268,2,34,links,stadtteile,Gerschede,ja,
02552,Raiffeisenweg,automatisch,268,2,34,links,strassenklasse,Gemeindestraße,ja,
02552,Raiffeisenweg,automatisch,268,2,34,links,namensgruppe,"Person, Mann, Deutscher, Kommunalbeamter, Siedlung",ja,
02552,Raiffeisenweg,automatisch,268,2,34,links,verweis_auf,,ja,
02552,Raiffeisenweg,automatisch,268,2,34,links,stadium_1_datum,1938-10-21,ja,
02552,Raiffeisenweg,automatisch,268,2,34,links,stadium_1_name,Raiffeisenweg,ja,
02626,Roggenstraße,automatisch,277,2,38,rechts,schl_nr,02626,ja,
02626,Roggenstraße,automatisch,277,2,38,rechts,lemma,Roggenstraße,ja,
02626,Roggenstraße,automatisch,277,2,38,rechts,stadtteile,Bochold,ja,
02626,Roggenstraße,automatisch,277,2,38,rechts,strassenklasse,Gemeindestraße,ja,
02626,Roggenstraße,automatisch,277,2,38,rechts,namensgruppe,Botanik,ja,
02626,Roggenstraße,automatisch,277,2,38,rechts,verweis_auf,,ja,
02626,Roggenstraße,automatisch,277,2,38,rechts,stadium_1_datum,1891-04-30,ja,
02626,Roggenstraße,automatisch,277,2,38,rechts,stadium_1_name,Kornstraße,ja,
02626,Roggenstraße,automatisch,277,2,38,rechts,stadium_2_datum,1915-07-09,ja,
02626,Roggenstraße,automatisch,277,2,38,rechts,stadium_2_name,Roggenstraße,ja,
02684,Römlingweg,automatisch,276,2,38,links,schl_nr,02684,ja,
02684,Römlingweg,automatisch,276,2,38,links,lemma,Römlingweg,ja,
02684,Römlingweg,automatisch,276,2,38,links,stadtteile,Überruhr- Holthausen,ja,
02684,Römlingweg,automatisch,276,2,38,links,strassenklasse,Gemeindestraße,ja,
02684,Römlingweg,automatisch,276,2,38,links,namensgruppe,Familienname,ja,
02684,Römlingweg,automatisch,276,2,38,links,verweis_auf,,ja,
02684,Römlingweg,automatisch,276,2,38,links,stadium_1_datum,1970-02-24,ja,
02684,Römlingweg,automatisch,276,2,38,links,stadium_1_name,Römlingweg,ja,
02727,Annental,unsicher,309,2,54,rechts,schl_nr,02727,ja,
02727,Annental,unsicher,309,2,54,rechts,lemma,Annental,nein,St. Annental
02727,Annental,unsicher,309,2,54,rechts,stadtteile,Bergerhausen; Rellinghausen,ja,
02727,Annental,unsicher,309,2,54,rechts,strassenklasse,Gemeindestraße,ja,
02727,Annental,unsicher,309,2,54,rechts,namensgruppe,Kirche und Kloster,ja,
02727,Annental,unsicher,309,2,54,rechts,verweis_auf,,ja,
02727,Annental,unsicher,309,2,54,rechts,stadium_1_datum,1904-02-04,ja,
02727,Annental,unsicher,309,2,54,rechts,stadium_1_name,Kapellenstraße,ja,
02727,Annental,unsicher,309,2,54,rechts,stadium_2_datum,1910-09-16,ja,
02727,Annental,unsicher,309,2,54,rechts,stadium_2_name,Walpurgisstraße (tiw.),ja,
02727,Annental,unsicher,309,2,54,rechts,stadium_3_datum,1926-09-18,ja,
02727,Annental,unsicher,309,2,54,rechts,stadium_3_name,St,nein,St. Annental
02774,Schlenterstraße,unsicher,291,2,45,rechts,schl_nr,02774,ja,
02774,Schlenterstraße,unsicher,291,2,45,rechts,lemma,Schlenterstraße,ja,
02774,Schlenterstraße,unsicher,291,2,45,rechts,stadtteile,Frintrop,ja,
02774,Schlenterstraße,unsicher,291,2,45,rechts,strassenklasse,Gemeindestraße,ja,
02774,Schlenterstraße,unsicher,291,2,45,rechts,namensgruppe,"Person, Mann, Deutscher, Pfarrer, 29.08.1927: Schlenterstraße",nein,"Person, Mann, Deutscher, Pfarrer"
02774,Schlenterstraße,unsicher,291,2,45,rechts,verweis_auf,,ja,
02774,Schlenterstraße,unsicher,291,2,45,rechts,stadium_1_datum,,nein,1927-08-29
02774,Schlenterstraße,unsicher,291,2,45,rechts,stadium_1_name,,nein,Schlenterstraße
02876,Sieglindenstraße,automatisch,303,2,51,rechts,schl_nr,02876,ja,
02876,Sieglindenstraße,automatisch,303,2,51,rechts,lemma,Sieglindenstraße,ja,
02876,Sieglindenstraße,automatisch,303,2,51,rechts,stadtteile,Kray,ja,
02876,Sieglindenstraße,automatisch,303,2,51,rechts,strassenklasse,Gemeindestraße,ja,
02876,Sieglindenstraße,automatisch,303,2,51,rechts,namensgruppe,Sage,ja,
02876,Sieglindenstraße,automatisch,303,2,51,rechts,verweis_auf,,ja,
02876,Sieglindenstraße,automatisch,303,2,51,rechts,stadium_1_datum,1921,ja,
02876,Sieglindenstraße,automatisch,303,2,51,rechts,stadium_1_name,Sieglindenstraße,ja,
02949,Spervogelweg,unsicher,306,2,53,links,schl_nr,02949,ja,
02949,Spervogelweg,unsicher,306,2,53,links,lemma,Spervogelweg,ja,
02949,Spervogelweg,unsicher,306,2,53,links,stadtteile,Freisenbruch,ja,
02949,Spervogelweg,unsicher,306,2,53,links,strassenklasse,Gemeindestraße,ja,
02949,Spervogelweg,unsicher,306,2,53,links,namensgruppe,"Person, Mann, Deutschen, Minnesängerr 27",nein,"Person, Mann, Deutscher, Minnesänger"
02949,Spervogelweg,unsicher,306,2,53,links,verweis_auf,,ja,
02949,Spervogelweg,unsicher,306,2,53,links,stadium_1_datum,,nein,1962-09-27
02949,Spervogelweg,unsicher,306,2,53,links,stadium_1_name,,nein,Spervogelweg
03114,Ten-Hövel-Weg,automatisch,320,2,60,links,schl_nr,03114,ja,
03114,Ten-Hövel-Weg,automatisch,320,2,60,links,lemma,Ten-Hövel-Weg,ja,
03114,Ten-Hövel-Weg,automatisch,320,2,60,links,stadtteile,Heisingen,ja,
03114,Ten-Hövel-Weg,automatisch,320,2,60,links,strassenklasse,Gemeindestraße,ja,
03114,Ten-Hövel-Weg,automatisch,320,2,60,links,namensgruppe,"Person, Mann, Deutscher, Bürgermeister",ja,
03114,Ten-Hövel-Weg,automatisch,320,2,60,links,verweis_auf,,ja,
03114,Ten-Hövel-Weg,automatisch,320,2,60,links,stadium_1_datum,1975-12-16,ja,
03114,Ten-Hövel-Weg,automatisch,320,2,60,links,stadium_1_name,Ten- Hövel-Weg,ja,
03329,Wegenerstraße,automatisch,342,2,71,links,schl_nr,03329,ja,
03329,Wegenerstraße,automatisch,342,2,71,links,lemma,Wegenerstraße,ja,
03329,Wegenerstraße,automatisch,342,2,71,links,stadtteile,Rüttenscheid,ja,
03329,Wegenerstraße,automatisch,342,2,71,links,strassenklasse,Gemeindestraße,ja,
03329,Wegenerstraße,automatisch,342,2,71,links,namensgruppe,"Person, Mann, Deutscher, Geophysiker, Polarforscher",ja,
03329,Wegenerstraße,automatisch,342,2,71,links,verweis_auf,,ja,
03329,Wegenerstraße,automatisch,342,2,71,links,stadium_1_datum,1897-09-06,ja,
03329,Wegenerstraße,automatisch,342,2,71,links,stadium_1_name,Franzstraße,ja,
03329,Wegenerstraße,automatisch,342,2,71,links,stadium_2_datum,1906-01-26,ja,
03329,Wegenerstraße,automatisch,342,2,71,links,stadium_2_name,Ludgerusstraße,ja,
03329,Wegenerstraße,automatisch,342,2,71,links,stadium_3_datum,1937-11-20,ja,
03329,Wegenerstraße,automatisch,342,2,71,links,stadium_3_name,Wegenerstraße,ja,
03355,Werner-Viebig-Weg,automatisch,344,2,72,links,schl_nr,03355,ja,
03355,Werner-Viebig-Weg,automatisch,344,2,72,links,lemma,Werner-Viebig-Weg,ja,
03355,Werner-Viebig-Weg,automatisch,344,2,72,links,stadtteile,Kray,ja,
03355,Werner-Viebig-Weg,automatisch,344,2,72,links,strassenklasse,Gemeindestraße,ja,
03355,Werner-Viebig-Weg,automatisch,344,2,72,links,namensgruppe,"Person, Mann, Deutscher, Betriebsdirektor, Siedlung",ja,
03355,Werner-Viebig-Weg,automatisch,344,2,72,links,verweis_auf,,ja,
03355,Werner-Viebig-Weg,automatisch,344,2,72,links,stadium_1_datum,"(urspr., kein Datum)",ja,
03355,Werner-Viebig-Weg,automatisch,344,2,72,links,stadium_1_name,Franziskastraße,ja,
03355,Werner-Viebig-Weg,automatisch,344,2,72,links,stadium_2_datum,1937-11-20,ja,
03355,Werner-Viebig-Weg,automatisch,344,2,72,links,stadium_2_name,Werner-Viebig- Weg,ja,
03432,Wolfsbankstraße,automatisch,353,2,76,rechts,schl_nr,03432,ja,
03432,Wolfsbankstraße,automatisch,353,2,76,rechts,lemma,Wolfsbankstraße,ja,
03432,Wolfsbankstraße,automatisch,353,2,76,rechts,stadtteile,Bochold,ja,
03432,Wolfsbankstraße,automatisch,353,2,76,rechts,strassenklasse,Gemeindestraße,ja,
03432,Wolfsbankstraße,automatisch,353,2,76,rechts,namensgruppe,"Bergbau, Industrie und Wirtschaft",ja,
03432,Wolfsbankstraße,automatisch,353,2,76,rechts,verweis_auf,,ja,
03432,Wolfsbankstraße,automatisch,353,2,76,rechts,stadium_1_datum,1896-10-08,ja,
03432,Wolfsbankstraße,automatisch,353,2,76,rechts,stadium_1_name,Viktoriastraße,ja,
03432,Wolfsbankstraße,automatisch,353,2,76,rechts,stadium_2_datum,1897-01-22,ja,
03432,Wolfsbankstraße,automatisch,353,2,76,rechts,stadium_2_name,Frankstraße,ja,
03432,Wolfsbankstraße,automatisch,353,2,76,rechts,stadium_3_datum,1896-10-08,ja,
03432,Wolfsbankstraße,automatisch,353,2,76,rechts,stadium_3_name,Viktoriastraße,ja,
03432,Wolfsbankstraße,automatisch,353,2,76,rechts,stadium_4_datum,1906-06-20,ja,
03432,Wolfsbankstraße,automatisch,353,2,76,rechts,stadium_4_name,Funkestraße,ja,
03432,Wolfsbankstraße,automatisch,353,2,76,rechts,stadium_5_datum,1907-03-01,ja,
03432,Wolfsbankstraße,automatisch,353,2,76,rechts,stadium_5_name,Carl-Funke- Straße,ja,
03432,Wolfsbankstraße,automatisch,353,2,76,rechts,stadium_6_datum,1915-07-09,ja,
03432,Wolfsbankstraße,automatisch,353,2,76,rechts,stadium_6_name,Wolfsbankstraße,ja,
03432,Wolfsbankstraße,automatisch,353,2,76,rechts,stadium_7_datum,1972-09-20,ja,
03432,Wolfsbankstraße,automatisch,353,2,76,rechts,stadium_7_name,Wolfsbankstraße (Verl),ja,
03709,Lahnstraße,automatisch,214,2,7,links,schl_nr,03709,ja,
03709,Lahnstraße,automatisch,214,2,7,links,lemma,Lahnstraße,ja,
03709,Lahnstraße,automatisch,214,2,7,links,stadtteile,Kettwig,ja,
03709,Lahnstraße,automatisch,214,2,7,links,strassenklasse,Gemeindestraße,ja,
03709,Lahnstraße,automatisch,214,2,7,links,namensgruppe,Gewässer,ja,
03709,Lahnstraße,automatisch,214,2,7,links,verweis_auf,,ja,
03709,Lahnstraße,automatisch,214,2,7,links,stadium_1_datum,1970-10-06,ja,
03709,Lahnstraße,automatisch,214,2,7,links,stadium_1_name,Lahnstraße,ja,
03748,Schulstraße,automatisch,298,2,49,links,schl_nr,03748,ja,
03748,Schulstraße,automatisch,298,2,49,links,lemma,Schulstraße,ja,
03748,Schulstraße,automatisch,298,2,49,links,stadtteile,Kettwig,ja,
03748,Schulstraße,automatisch,298,2,49,links,strassenklasse,Gemeindestraße,ja,
03748,Schulstraße,automatisch,298,2,49,links,namensgruppe,Lagebezeichnung,ja,
03748,Schulstraße,automatisch,298,2,49,links,verweis_auf,,ja,
03748,Schulstraße,automatisch,298,2,49,links,stadium_1_datum,vor 1872,ja,
03748,Schulstraße,automatisch,298,2,49,links,stadium_1_name,Schulstraße,ja,
03748,Schulstraße,automatisch,298,2,49,links,stadium_2_datum,1939-03-14,ja,
03748,Schulstraße,automatisch,298,2,49,links,stadium_2_name,Langemarckstraße (Umb,ja,
03748,Schulstraße,automatisch,298,2,49,links,stadium_3_datum,1946-04-04,ja,
03748,Schulstraße,automatisch,298,2,49,links,stadium_3_name,Schulstraße (Umb.),ja,
