schl_nr,lemma,stadtteile,strassenklasse,namensgruppe,verweis_auf,buchseite,status
03637,Görlitzer Straße,Kettwig,Gemeindestraße,Stadt und Ort,,131,automatisch
01053,Görtzpfad,Dellwig,Gemeindestraße,Kotten,,131,automatisch
01054,Goethestraße,Südviertel; Rüttenscheid,Gemeindestraße,"Person, Mann, Deutscher, Dichter",,131,automatisch
01055,Göttinger Straße,Frohnhausen,Gemeindestraße,Stadt und Ort,,131,automatisch
01056,Goldammerweg,Stadtwald,Gemeindestraße,Zoologie,,131,automatisch
01057,Goldfinkstraße,Stadtwald,Gemeindestraße,"Bergbau, Zoologie",,131,automatisch
01058,Goldschmidtstraße,Nordviertel; Ostviertel,Gemeindestraße,Familienname,,131,automatisch
01059,Goosestraße,Borbeck- Mitte,Gemeindestraße,"Person, Mann, Deutscher, Jurist, Kruppscher Beamter, Siedlung",,131,automatisch
03662,Gottfried-Herder-Straße,Kettwig,Gemeindestraße,"Person, Mann, Deutscher, Dichter, Übersetzer, Theologe, Philosoph",,131,automatisch
01060,Gottfried-Wilhelm-Straße,Rellinghausen,Gemeindestraße,"Person, Mann, Deutscher, Kaufmann, Bergbau",,132,automatisch
01061,Grabenstraße,Stoppenberg,Gemeindestraße,Gewässer,,132,automatisch
01062,Graefestraße,Holsterhausen,Gemeindestraße,"Person, Mann, Deutscher, Mediziner",,132,automatisch
00980,Grävenweg,Bochold,Gemeindestraße,Kotten,,132,automatisch
01063,DEEP BE \ Kr Be [m Graffweg - um 1935 Graf-Bernadotte-Straße,Bredeney,Gemeindestraße,"Person, Mann, Schwede, Politiker",,132,unsicher
00713,Graf-Beust-Allee,Nordviertel,Gemeindestraße,Bergbau,,132,automatisch
01064,Grafenstraße,Werden,Gemeindestraße,Essener Geschichte und Ortlichkeit,,133,automatisch
01065,Graffweg,Steele,Gemeindestraße,Lagebezeichnung,,133,automatisch
01117,Graf-Luckner-Höhe,Werden,Gemeindestraße,"Person, Mann, Deutscher, Offizier",,133,automatisch
01066,Graf-Spee-Straße,Bredeney,Gemeindestraße,"Person, Mann, Deutscher, Admiral",,133,automatisch
03663,Graf-Zeppelin-Straße,Kettwig,Landstraße,"Person, Mann, Deutscher, Graf, General, Luftschiffkonstrukteur",,133,automatisch
01068,Graitenweg,Stoppenberg,Gemeindestraße,Gewässer,Graitengraben,133,automatisch
01122,Grandhöhe,Dellwig,Gemeindestraße,Lagebezeichnung,,133,automatisch
01069,Grandstraße,Dellwig,Gemeindestraße,Lagebezeichnung,Grandhöhe,133,automatisch
01070,Grashofstraße,Bredeney,Gemeindestraße,"Person, Mann, Deutscher, Maschinenbau-Ingenieur, Hochschullehrer",,133,automatisch
01072,Graßmannstraße,Altendorf,Gemeindestraße,"Person, Mann, Deutscher, Mathematiker, Sprachwissenschaftler",,133,automatisch
01071,Grasstraße,Borbeck-Mitte,Gemeindestraße,Botanik,,133,automatisch
01073,Graudenzstraße,Katernberg,Gemeindestraße,Stadt und Ort,,133,unsicher
01074,Gravelottestraße,Karnap,Gemeindestraße,"Stadt und Ort, Kriegserinnerung",,134,automatisch
01076,Gregorstraße,Rüttenscheid,Gemeindestraße,Männlicher Vorname,,134,automatisch
01077,Grendbach,Steele,Gemeindestraße,Gewässer,,134,automatisch
01078,Grendgasse,Steele,Gemeindestraße,Gewässer,Grendplatz,134,unsicher
01079,Grendplatz,Steele,Gemeindestraße,Platz,,134,automatisch
02664,Grendtor,Steele,Gemeindestraße,Essener Geschichte und Ortlichkeit,,134,automatisch
00567,Grenoblestraße,Steele,Landstraße,Partnerstadt,,134,automatisch
01080,Grenzgraben,Altenessen- Nord,Gemeindestraße,Lagebezeichnung,,134,automatisch
01081,Grevelstraße,Frohnhausen,Gemeindestraße,"Person, Mann, Deutscher, Apotheker, Historiker, Stadtverordneter",,134,automatisch
01082,Grevendieck,Stadtwald,Gemeindestraße,Hofname,,134,automatisch
01083,Dezember 1830 Grieperstraße,Altendorf | behandigt,,,,134,unsicher
01084,Grillostraße,Nordviertel,Bundesstraße; Hauptstraße,"Person, Mann, Deutscher, Industrieller",,134,automatisch
01085,Grimbartweg,Haarzopf,Gemeindestraße,Lagebezeichnung,Reineke-Fuchs- Straße,135,automatisch
01086,Grimbergstraße,Kray; Leithe,Gemeindestraße,Lehngut,,135,unsicher
00704,Groote-Ring,Freisenbruch,Gemeindestraße,"Person, Mann, Deutscher, Landwirt",,135,automatisch
01087,Große Kehre,Katernberg,Gemeindestraße,Lagebezeichnung,,135,automatisch
01088,Große Leining,Stoppenberg,Gemeindestraße,Flurname,,135,automatisch
01091,Große Wiese,Kray,Gemeindestraße,Flurname,,135,automatisch
01089,Großenbruchstraße,Altenessen-Süd,Gemeindestraße,Essener Geschichte und ÖOrtlichkeit,,135,automatisch
01090,Großer Schirnkamp,Freisenbruch,Gemeindestraße,Flurname,,135,automatisch
01092,Großfeldweg,Karnap,Gemeindestraße,Hofname,,135,automatisch
01120,Großstraße,Frohrhausen,Gemeindestraße,"Person, Mann, Deutscher, Kruppscher Beamter",,135,automatisch
01124,Großwesterkamp,Stoppenberg,Gemeindestraße,Flurname,,135,automatisch
01121,Grotehang,Kupferdreh,Gemeindestraße,Lagebezeichnung,Grotestraße,136,automatisch
01093,Grotestraße,Kupferdreh,Gemeindestraße,Hofname,,136,automatisch
01094,Grünbruch,Altenessen-Süd,Gemeindestraße,Lagebezeichnung,,136,automatisch
01095,Grüne Aue,Kray,Gemeindestraße,Botanik,,136,automatisch
01096,Grüne Harfe,Heidhausen,Gemeindestraße,Botanik,,136,automatisch
01097,Grüne Matte,Bredeney,Gemeindestraße,Botanik,,136,automatisch
03664,Grüner Weg,Kettwig,Gemeindestraße,Lagebezeichnung,,136,automatisch
01099,Grünhof,Stadtwald,Gemeindestraße,Siedlung,,136,automatisch
01100,Grünstraße,Altenessen-Süd,Gemeindestraße,Botanik,,136,automatisch
01101,Grüteringhof,Karnap,Gemeindestraße,Kotten,,136,automatisch
01102,Grüters Gasse,Heidhausen,Gemeindestraße,Hofname,,136,automatisch
01103,Grugaplatz,Rüttenscheid,Gemeindestraße,Platz,,136,automatisch
01104,Grundstraße,Katernberg,Gemeindestraße,Lagebezeichnung,,136,unsicher
01105,Grunertstraße,Altendorf,Gemeindestraße,"Person, Mann, Deutscher, Mathematiker, Physiker",,137,automatisch
01617,Grunsbeckhof,Kupferdreh,Gemeindestraße,Hofname,,137,automatisch
01106,Grusonstraße,Holsterhausen,Gemeindestraße,"Person, Mann, Deutscher, Erfinder, Chemiker, Unternehmer",,137,automatisch
01107,Gudulastraße,Rüttenscheid,Gemeindestraße,Weiblicher Vorname,,137,automatisch
01108,Gülterberg,Fischlaken,Gemeindestraße,Flurname,,137,automatisch
03665,Güterstraße,Kettwig,Gemeindestraße,Lagebezeichnung,,137,automatisch
01109,telle führenden Straße den Namen „Güterstraße“ Gummertstraße,Rüttenscheid,Gemeindestraße,"Person, Mann, Deutscher, Mediziner, Stadtverordneter",,137,unsicher
01110,Guntherweg,Kray,Gemeindestraße,"Sage, Siedlung, Männlicher Vorname",,137,automatisch
01111,Gußmannplatz,Rüttenscheid,Gemeindestraße,"Person, Mann, Deutscher, Kruppscher Beamter, Platz, Siedlung",,137,automatisch
00584,Gustav-Heinemann-Brücke,Werden,Bundesstraße,"Person, Mann, Deutscher, Rechtsanwalt, Bergwerksdirektor, Politiker",,137,automatisch
01113,Gustav-Hicking-Straße,Stadtkern; Ostviertel,Gemeindestraße,"Person, Mann, Deutscher, Kaufmann",,137,automatisch
01112,Gustav-Nachtigal-Straße,Gerschede,Gemeindestraße,"Person, Mann, Deutscher, Forscher",,137,automatisch
03666,Gustavstraße,Kettwig,Gemeindestraße,Männlicher Vorname,,137,automatisch
01128,Gustav-Streich-Straße,Rüttenscheid,Gemeindestraße,"Person, Mann, Deutscher, Politiker",,138,automatisch
01114,Gutenbergstraße,Südviertel,Gemeindestraße,"Person, Mann, Deutscher, Erfinder",,138,automatisch
01115,Guts-Muths-Weg,Bergerhausen,Gemeindestraße,"Person, Mann, Deutscher, Pädagoge",,138,automatisch
01116,Gyrenkampstraße,Werden,Gemeindestraße,Flurname,,138,automatisch
01150,Haardtstraße,Bochotgd,Gemeindestraße,"Person, Mann, Deutscher, Pfarrer",,138,automatisch
01151,Habichtstraße,Stadtwald,Gemeindestraße,Zoologie,,138,automatisch
01152,Hachestraße,Stadtkern; Westviertel,Gemeindestraße,"Person, Mann, Deutscher, Oberbürgermeister",,138,automatisch
01153,Hackenberghang,Schuir,Gemeindestraße,"Flurname, Kotten",,138,automatisch
01154,Hackland,Heisingen,Gemeindestraße,Flurname,,139,automatisch
01155,Haedenkampstraße,Altendorf; Westviertel,Gemeindestraße,"Person, Mann, Deutscher, Prokurist, Kruppscher Beamter",,139,automatisch
03277,Hängebank,Kray,Gemeindestraße,"Lagebezeichnung, (",,139,unsicher
01157,Hafenstraße,Bochold; Vogelheim,Landstraße; Hauptstraße,Lagebezeichnung,,139,unsicher
03669,Hafkesdell,Kettwig,Gemeindestraße,Hofname,,139,automatisch
01159,Hagedornstraße,Bedingrade; Gerschede,Gemeindestraße,Kotten,,139,automatisch
01160,Hagelkreuz,Stadtwald,Gemeindestraße,Lagebezeichnung,,140,automatisch
01161,Hagen,Stadtkern,Gemeindestraße,Essener Geschichte und Ortlichkeit,,140,automatisch
01162,Hagen,Stadtkern,Gemeindestraße,Essener Geschichte und Örtlichkeit,,140,unsicher
01163,Hagen,,Gemeindestraße,Essener Geschichte und Örtlichkeit,,140,unsicher
01164,Hagenaustraße,Südostviertel,Gemeindestraße,"Kriegserinnerung, Stadt und Ort",,140,automatisch
01165,Hagenbecker Bahn,Altendorf; Bochold,Gemeindestraße,Eisenbahnwesen,,140,automatisch
01166,Hagenbeckstraße,Altendorf,Gemeindestraße,Bergbau,,140,automatisch
01168,Hagmanngarten,Heisingen,Gemeindestraße,"Person, Mann, Deutscher, Bürgermeister",,141,unsicher
01169,Halbachstraße,Altenessen- Süd,Gemeindestraße,"Person, Mann, Deutscher, Prokurist, Kruppscher Beamter, Siedlung",,141,automatisch
01170,Halbe Höhe,Ho!sterhausen,Gemeindestraße,Lagebezeichnung,,141,automatisch
01171,Haldenstraße,Stoppenberg; Katernberg,Gemeindestraße,Bergbau,,141,automatisch
01199,Halferstein,Überruhr-Hinsel,Gemeindestraße,Flurname,,141,automatisch
01172,Halfmannwiese,Borbeck- Mitte,Gemeindestraße,Lagebezeichnung,,141,automatisch
01173,Hallering,Bergerhausen,Gemeindestraße,Bergbau,,141,automatisch
01174,Hallostraße,Schonnebeck; Stoppenberg,Landstraße,Flurname,,141,automatisch
01176,Halterner Straße,Leithe,Bundesstraße,Stadt und Ort,,141,automatisch
01177,Hamborner Straße,Altendorf,Gemeindestraße,Stadt und Ort,,141,automatisch
01178,Hamburger Straße,Frohnhausen,Gemeindestraße,Stadt und Ort,,141,automatisch
01179,Hammacherstraße,Ostviertel,Gemeindestraße,"Person, Mann, Deutscher, Politiker, Reichstagsabgeordneter, Essener Geschichte und Örtlichkeit",,141,automatisch
01180,Hammer Mark,Fischlaken,Gemeindestraße,Gemeinheit,,142,automatisch
01181,Hammer Straße,Fischlaken; Heidhausen; Kupferdreh,Landstraße,Gemeinheit,Honnschaftenstraße,142,automatisch
01182,Hangetal,Stoppenberg,Gemeindestraße,Flurname,,142,automatisch
01183,Hangohrstraße,Freisenbruch,Gemeindestraße,Kotten,,142,automatisch
01184,Hangwimpel,Horst,Gemeindestraße,Lagebezeichnung,,142,automatisch
01185,Hanielstraße,Katernberg,Gemeindestraße,"Person, Mann, Deutscher, Unternehmer, Bergbau",,142,automatisch
01623,Hannah-Arendt-Straße,Frohnhausen,Gemeindestraße,"Person, Frau, Deutsche, Publizistin",,142,automatisch
00834,Hanns-Joachim-Maßner-Weg,Heidhausen,Gemeindestraße,"Person, Mann, Deutscher, Theologe",,142,automatisch
01186,Hansastraße,Steele,Gemeindestraße,Industrie und Wirtschaft,,142,unsicher
01187,Hans-Böckler-Straße,Nordviertel; Westviertel,Bundesstraße,"Person, Mann, Deutscher, Politiker, Gewerkschafter",,142,automatisch
01188,Hansemannstraße,Gerschede,Gemeindestraße,"Person, Mann, Deutscher, Unternehmer, Bankier",,142,automatisch
01148,una Hans-Fehr-Allee,Bergeborbeck,Gemeindestraße,"Person Mann, Deutscher, Politiker",,142,unsicher
01189,Hans-Luther-Allee,Rüttenscheid,Gemeindestraße,"Person, Mann, Deutscher, Politiker, Oberbürgermeister, Reichskanzler",,143,unsicher
01190,Hans-Niemeyer-Straße,Stadtwald,Gemeindestraße,"Person, Mann, Deutscher, Rechtsanwalt, Notar, Justizrat",,143,unsicher
01200,Hans-Sachs-Straße,Leithe,Gemeindestraße,"Person, Mann, Deutscher, Schuhmacher, Spruchdichter, Meistersinger, Dramatiker",,143,automatisch
00554,Hans-Thoma-Straße,Holsterhausen,Gemeindestraße,"Person, Mann, Deutscher, Maler, Graphiker, Malerviertel- Holsterhausen",,143,automatisch
01126,Hans-Toussaint-Platz,Stadtkern,Gemeindestraße,"Person, Mann, Deutscher, Kaufmann, Politiker, Oberbürgermeister, Bundestagsabgeordneter, Platz",,143,automatisch
01191,Haraldstraße,Bredeney,Gemeindestraße,"Person, Mann, Deutscher, Familie Krupp, Industrielle",,143,automatisch
01192,Hardenbergufer,Werden; Fischlaken; Kupferdreh,Gemeindestraße,"Person, Mann, Deutscher, Staatsmann, Adelstand",,143,unsicher
01193,Harkortstraße,Holsterhausen,Gemeindestraße,"Person, Mann, Deutscher, Unternehmer, Politiker",,143,automatisch
01194,Harnscheidts Höfe,Fischlaken,Gemeindestraße,Hofname,,143,automatisch
01195,Harscheidweg,Fulerum; Haarzopf,Gemeindestraße,Flurname,,144,automatisch
01196,Hartmannplatz,Holsterhausen,Gemeindestraße,"Person, Mann, Deutscher, Kruppscher Beamter, Platz",,144,automatisch
01198,Hartzbeeker Mark,Haarzopf,Gemeindestraße,Flurname,,144,unsicher
00973,Hasebrinks Garten,Altenessen-Nord,Gemeindestraße,Familienname,,144,automatisch
01201,Hasebrinkstraße,Karnap,Gemeindestraße,Hofname,,144,automatisch
01202,Haskens Land,Bochold,Gemeindestraße,Hofname,,144,automatisch
01203,Haskenstraße,Altendorf,Gemeindestraße,"Hofname, Essener Geschichte und Örtlichkeit",,145,automatisch
00535,Hasselbeekweg,Kettwig,Gemeindestraße,Stadt und Ort,,145,automatisch
01204,nn Hattenheimer Straße,Frohnhausen,Gemeindestraße,Stadt und Ort,,145,unsicher
01442,Hattingsaue,Überruhr- Hinsel,Gemeindestraße,Flurname,,145,automatisch
01205,Hattingstraße,Kray,Gemeindestraße,Kotten,,145,automatisch
01206,Hattingswiese,Überruhr-Hinsel; Überruhr-Holthausen,Gemeindestraße,Flurname,,145,automatisch
01207,Hattramstraße,Karnap,Gemeindestraße,Flurname,,145,automatisch
01212,Hatzper Bogen,Schuir,Gemeindestraße,Lagebezeichnung,Hatzper Straße,145,automatisch
01208,Hatzper Straße,Bredeney; Haarzopf; Margarethenhöhe; Schuir,Landstraße,Stadt und Ort,,145,automatisch
01209,Hauerstraße,Altenessen- Nord,Gemeindestraße,Bergbau,,146,automatisch
01210,Haumannplatz,Rüttenscheid,Landstraße,"Hofname, Platz",,146,automatisch
01211,Haunerlandweg,Frohnhausen,Gemeindestraße,Kotten,,146,unsicher
03670,Hauptstraße,Kettwig,Gemeindestraße,Lagebezeichnung,,146,unsicher
01216,Haus Fuhr,Werden,Gemeindestraße,Lehngut,,146,automatisch
01217,Haus Heisingen,Heisingen,Gemeindestraße,Lehngut,,146,automatisch
01219,Haus Horst,Horst,Gemeindestraße,Rittersitz,,146,automatisch
01213,Hausackerstraße,Frohnhausen; Holsterhausen,Landstraße,"Essen Geschichte und Ortlichkeit, Lage-bezeichnung",,147,automatisch
01214,Haus-Berge-Straße,Altendorf; Bochold,,"Rittersitz, Lehngut",,147,unsicher
01215,Hausdykerfeld,Schonnebeck,Gemeindestraße,Flurname,,147,automatisch
01218,un Haus-Horl-Straße,Dellwig; Gerschede,Gemeindestraße,Lehngut,,147,unsicher
01220,Hausmannweg,Kray,Gemeindestraße,Hofname,,147,automatisch
01434,Hautkappenweg,Altenessen- Süd,Gemeindestraße,Kotten,,147,automatisch
01221,Hauwinkel,Dellwig,Gemeindestraße,Flurname,,148,automatisch
01222,Hauxplatz,Rüttenscheid,Gemeindestraße,"Person, Mann, Deutscher, Stadtverordneter, Kruppscher Beamter, Platz",,148,automatisch
01416,Havelring,Bergerhausen,Gemeindestraße,Gewässer,,148,unsicher
01435,Haverkamp,Burgaltendorf,Gemeindestraße,Flurname,,148,automatisch
01223,Heckelsberg,Schönebeck; Bedingrade,Gemeindestraße,Flurname,,148,automatisch
01225,De 3 Heckstraße - Hecktor Heckhülsenring,Heisingen,Gemeindestraße,Flurname,,148,unsicher
01226,Heckstraße,Werden,Gemeindestraße,Essener Geschichte und Örtlichkeit,,148,automatisch
01227,Hedwig-Dransfeld-Platz,Altendorf,Gemeindestraße,"Person, Frau, Deutsche, Lehrerin, Frauenrechtlerin, Politikerin, Platz",,148,automatisch
01228,Hedwigstraße,Rüttenscheid,Gemeindestraße,Weiblicher Vorname,,148,unsicher
01229,Heegstraße,Bergeborbeck,Gemeindestraße,Lagebezeichnung,,148,automatisch
01417,Heeme,Bedingrade,Gemeindestraße,Volksmund,,149,automatisch
01230,Heerenstraße,Frohnhausen,Gemeindestraße,"Person, Mann, Deutscher, Historiker",,149,automatisch
03401,Heeskampshof,Stoppenberg,Gemeindestraße,Hofname,,149,automatisch
01231,Hegehofs Wiese,Katernberg,Gemeindestraße,Lagebezeichnung,Hegestraße,149,automatisch
03671,Hegelstraße,Kettwig,Gemeindestraße,"Person, Mann, Deutscher, Philosoph",,149,automatisch
01232,Hegemannsfeld,Katernberg,Gemeindestraße,Hofname,,149,automatisch
01233,Hegerkamp,Altenessen- Nord,Gemeindestraße,Kotten,,149,automatisch
01234,Hegestraße,Katernberg,Gemeindestraße,Hofname,,149,automatisch
01235,Heibauerfeld,Katernberg,Gemeindestraße,Kotten,,149,automatisch
01236,Heibauerweg,Stoppenberg; Katernberg,Gemeindestraße,Kotten,,149,automatisch
01237,Heidbergweg,Kupferdreh,Gemeindestraße,Flurname,,150,automatisch
01436,Heidbusch,Schönebeck,Gemeindestraße,Flurname,,150,automatisch
01238,Heidehang,Stadtwald,Gemeindestraße,Lagebezeichnung,,150,automatisch
01239,Heidenreichberg,Kupferdreh,Gemeindestraße,Bergbau,,150,automatisch
01240,Heidhauser Platz,Heidhausen,Gemeindestraße,"Lagebezeichnung, Platz",Honnschaftenstraße,150,automatisch
01241,Heidhauser Straße,Heidhausen; Fischlaken,Bundesstraße,Lagebezeichnung,Honnschaftenstraße,150,automatisch
01242,Heidmannsbusch,Bredeney,Gemeindestraße,Flurname,,150,automatisch
01243,Heierbusch,Brenedey,Gemeindestraße,Lagebezeichnung,,150,automatisch
01384,Heilermannstraße,Südostviertel,Autobahn,"Person, Mann, Deutscher, Gymnasialdirektor, Regierungsrat",,150,automatisch
03672,Helmholtz- Heiligenhauser Straße,Kettwig,Landstraße,Stadt und Ort,,150,automatisch
01245,Heilstraße,Frintrop,Gemeindestraße,Lagebezeichnung,,150,automatisch
01246,Heimatdank,Fulerum,Gemeindestraße,Industrie und Wirtschaft,,150,automatisch
00965,Heimbachweg,Borbeck- Mitte,Gemeindestraße,Familienname,,150,automatisch
01247,Heimstättenweg,Frillendorf,Gemeindestraße,Industrie und Wirtschaft,,150,automatisch
01248,Heimstraße,Überruhr-Hinsel,Gemeindestraße,Lagebezeichnung,,151,automatisch
01250,Heinickestraße,Südviertel,Gemeindestraße,"Person, Mann, Deutscher, Gehörlosenpädagoge",,151,automatisch
01251,Heinitzstraße,Altendorf,Hauptstraße,"Person, Mann, Deutscher, Staatswirt, Bergbau",,151,automatisch
03673,Heinrich-Berns-Straße,Kettwig,Gemeindestraße,"Person, Mann, Deutscher, Journalist, Bürgermeister",,151,automatisch
02592,Heinrich-Brauns-Straße,Borbeck-Mitte,Gemeindestraße,"Person, Mann, Deutscher, Theologe, Politiker",,151,automatisch
03674,Heinrich-Heine-Straße,Kettwig,Gemeindestraße,"Person, Mann, Deutscher, Dichter, Schriftsteller, Journalist",,151,automatisch
02514,Heinrich-Held-Straße,Rüttenscheid,Gemeindestraße,"Person, Mann, Deutscher, Theologe",,151,automatisch
00978,Heinrich-Imig-Straße,Stoppenberg,Gemeindestraße,"Person, Mann, Deutscher, Gewerkschaften, Bundestagsabgeordneter",,151,automatisch
01429,Heinrich-Kämpchen-Straße,Burgaltendorf,Gemeindestraße,"Person, Mann, Deutscher, Bergmann, Dichter",,151,automatisch
00903,Heinrich-Lersch-Platz,Katernberg,Gemeindestraße,"Person, Mann, Deutscher, Kesselschmied, Dichter, Platz",,151,automatisch
00904,Heinrich-Lersch-Straße,Katernberg,Gemeindestraße,"Person, Mann, Deutscher, Kesselschmied, Dichter",Heinrich-Lersch-Platz,151,automatisch
00968,Heinrich-Reisner-Platz,Stadtkern,Gemeindestraße,"Person, Mann, Deutscher, Ingenieur, Platz",,151,automatisch
01252,Heinrich-Sense-Weg,Kray,Landstraße,"Person, Mann, Deutscher, Steiger",,152,unsicher
01254,Heinrichstraße,Südviertel,Gemeindestraße,"Person, Mann, Deutscher, Industrielle, Bürgermeister, Essener Geschichte und Örtlichkeit",,152,automatisch
01253,Heinrich-Strunk-Straße,Altendorf,Gemeindestraße,"Person, Mann, Deutscher, Gewerkschafter, Stadtverordneter, Politiker",,152,automatisch
01255,Heintzmannstraße,Altendorf,Gemeindestraße,"Person, Mann, Deutscher, Geheimer Bergrat, Techniker",,152,automatisch
02517,Heinz-Bäcker-Straße,Dellwig,Gemeindestraße,"Person, Mann, Deutscher, Ausbilder",,152,automatisch
